#,Unnamed: 1
"""Местное время в Мурманске"";""T"";""Po"";""P"";""Pa"";""U"";""DD"";""Ff"";""ff10"";""ff3"";""N"";""WW"";""W1"";""W2"";""Tn"";""Tx"";""Cl"";""Nh"";""H"";""Cm"";""Ch"";""VV"";""Td"";""RRR"";""tR"";""E"";""Tg"";""E'"";""sss""",
"""09.05.2023 21:00"";""4.9"";""759.3"";""764.0"";""-0.1"";""77"";""Ветер, дующий с юга"";""2"";""3"";"""";""90  или более, но не 100%"";""Состояние неба в общем не изменилось. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";""5.5"";""Слоисто-кучевые, образовавшиеся не из кучевых."";""70 – 80%."";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""1.2"";""0.3"";""12"";"""";"""";"""";""""",
"""09.05.2023 18:00"";""4.8"";""759.4"";""764.2"";""0.3"";""76"";""Ветер, дующий с юго-востока"";""2"";""2"";"""";""100%."";""Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""100%."";""300-600"";"""";"""";""20.0"";""0.9"";""1.0"";""12"";"""";"""";"""";""""",
"""09.05.2023 15:00"";""5.0"";""759.1"";""763.9"";""0.4"";""75"";""Ветер, дующий с западо-северо-запада"";""1"";""2"";"""";""100%."";""Состояние неба в общем не изменилось. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""100%."";""600-1000"";"""";"""";""50.0"";""0.8"";"""";"""";"""";"""";"""";""""",
"""09.05.2023 12:00"";""2.8"";""758.7"";""763.5"";""0.7"";""85"";""Ветер, дующий с севера"";""2"";""3"";"""";""100%."";""Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""100%."";""600-1000"";"""";"""";""20.0"";""0.5"";"""";"""";"""";"""";"""";""""",
"""09.05.2023 09:00"";""2.2"";""758.0"";""762.8"";""0.6"";""89"";""Ветер, дующий с севера"";""1"";""2"";"""";""100%."";""Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";""1.5"";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""100%."";""600-1000"";"""";"""";""20.0"";""0.6"";""3.0"";""12"";"""";"""";""Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью."";""Снежный покров не постоянный.""",
"""09.05.2023 06:00"";""2.0"";""757.4"";""762.2"";""-0.1"";""93"";""Ветер, дующий с северо-северо-востока"";""1"";"""";"""";""100%."";""Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";""1.5"";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""100%."";""200-300"";"""";"""";""10.0"";""0.9"";""3.0"";""12"";"""";"""";"""";""""",
"""09.05.2023 03:00"";""1.6"";""757.5"";""762.3"";""-0.4"";""93"";""Штиль, безветрие"";""0"";"""";"""";""100%."";""Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""100%."";""200-300"";"""";"""";""10.0"";""0.5"";"""";"""";"""";"""";"""";""""",
"""09.05.2023 00:00"";""1.6"";""757.9"";""762.7"";""-0.6"";""89"";""Штиль, безветрие"";""0"";"""";"""";""100%."";""Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""100%."";""300-600"";"""";"""";""10.0"";""0.0"";"""";"""";"""";"""";"""";""""",
"""08.05.2023 21:00"";""2.8"";""758.5"";""763.3"";""-0.5"";""81"";""Ветер, дующий с северо-запада"";""2"";""3"";""9"";""100%."";""Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";""7.4"";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""100%."";""300-600"";"""";"""";""20.0"";""-0.2"";""0.4"";""12"";"""";"""";"""";""""",
"""08.05.2023 18:00"";""4.5"";""759.0"";""763.7"";""0.4"";""73"";""Ветер, дующий с северо-запада"";""3"";""6"";""9"";""100%."";""Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""100%."";""600-1000"";"""";"""";""20.0"";""0.0"";""0.3"";""12"";"""";"""";"""";""""",
"""08.05.2023 15:00"";""6.6"";""758.6"";""763.3"";""0.4"";""63"";""Ветер, дующий с северо-запада"";""4"";""7"";""10"";""90  или более, но не 100%"";""Состояние неба в общем не изменилось. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""90  или более, но не 100%"";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""20.0"";""-0.1"";"""";"""";"""";"""";"""";""""",
